run_time,lead,valid_time,Region,cell_id,Latitude,Longitude,rain
2024-08-17T04:00:00,10,17-08 14,Irvington,Cell_2,40.720000000000084,-74.22999999999993,0.002755905376879249
2024-08-17T04:00:00,10,17-08 14,Irvington,Cell_3,40.720000000000084,-74.19999999999993,0.0003937008519341627
2024-08-17T04:00:00,10,17-08 14,Irvington,Cell_4,40.750000000000085,-74.22999999999993,0.0027559055235442218
2024-08-17T04:00:00,10,17-08 14,Irvington,Cell_5,40.750000000000085,-74.19999999999993,0.0011811023358050295
2024-08-17T04:00:00,11,17-08 15,Irvington,Cell_1,40.720000000000084,-74.25999999999993,0.005905512045687578
2024-08-17T04:00:00,11,17-08 15,Irvington,Cell_2,40.720000000000084,-74.22999999999993,0.007086614454825094
2024-08-17T04:00:00,11,17-08 15,Irvington,Cell_3,40.720000000000084,-74.19999999999993,0.005118110341819253
2024-08-17T04:00:00,11,17-08 15,Irvington,Cell_4,40.750000000000085,-74.22999999999993,0.00826771627730272
2024-08-17T04:00:00,11,17-08 15,Irvington,Cell_5,40.750000000000085,-74.19999999999993,0.005511811193753415
2024-08-17T04:00:00,12,17-08 16,Irvington,Cell_1,40.720000000000084,-74.25999999999993,0.014960629733528678
2024-08-17T04:00:00,12,17-08 16,Irvington,Cell_2,40.720000000000084,-74.22999999999993,0.011023620920857107
2024-08-17T04:00:00,12,17-08 16,Irvington,Cell_3,40.720000000000084,-74.19999999999993,0.005905511459027689
2024-08-17T04:00:00,12,17-08 16,Irvington,Cell_4,40.750000000000085,-74.22999999999993,0.006692914042885848
2024-08-17T04:00:00,12,17-08 16,Irvington,Cell_5,40.750000000000085,-74.19999999999993,0.003937008226011682
2024-08-17T04:00:00,13,17-08 17,Irvington,Cell_1,40.720000000000084,-74.25999999999993,0.0374015743338217
2024-08-17T04:00:00,13,17-08 17,Irvington,Cell_2,40.720000000000084,-74.22999999999993,0.022834645012232264
2024-08-17T04:00:00,13,17-08 17,Irvington,Cell_3,40.720000000000084,-74.19999999999993,0.041732282385112736
2024-08-17T04:00:00,13,17-08 17,Irvington,Cell_4,40.750000000000085,-74.22999999999993,0.014960629733528678
2024-08-17T04:00:00,13,17-08 17,Irvington,Cell_5,40.750000000000085,-74.19999999999993,0.027559054648782326
2024-08-17T04:00:00,14,17-08 18,Irvington,Cell_1,40.720000000000084,-74.25999999999993,0.0
2024-08-17T04:00:00,14,17-08 18,Irvington,Cell_2,40.720000000000084,-74.22999999999993,0.0
2024-08-17T04:00:00,14,17-08 18,Irvington,Cell_3,40.720000000000084,-74.19999999999993,0.0
2024-08-17T04:00:00,14,17-08 18,Irvington,Cell_4,40.750000000000085,-74.22999999999993,0.0
2024-08-17T04:00:00,14,17-08 18,Irvington,Cell_5,40.750000000000085,-74.19999999999993,0.0
2024-08-17T04:00:00,15,17-08 19,Irvington,Cell_1,40.720000000000084,-74.25999999999993,0.0019685020596962276
2024-08-17T04:00:00,15,17-08 19,Irvington,Cell_2,40.720000000000084,-74.22999999999993,0.008661418449221634
